year_month,year,month,quarter,ndc_11,ndc_9,product_id,brand_name,strength,package_size,units_sold,packages_sold,wac_per_unit,gross_sales_dollars,data_source
2024-03,2024,3,1,597014560,5970145,OFEV,OFEV,150mg,60,46480,774,219.95,10223276.0,SAP_DSR
2024-04,2024,4,2,597014360,5970143,OFEV,OFEV,100mg,60,16151,269,219.95,3552412.45,SAP_DSR
2024-04,2024,4,2,597014560,5970145,OFEV,OFEV,150mg,60,35240,587,219.95,7751038.0,SAP_DSR
2024-05,2024,5,2,597014360,5970143,OFEV,OFEV,100mg,60,18249,304,219.95,4013867.55,SAP_DSR
2024-05,2024,5,2,597014560,5970145,OFEV,OFEV,150mg,60,39434,657,219.95,8673508.3,SAP_DSR
2024-06,2024,6,2,597014360,5970143,OFEV,OFEV,100mg,60,16985,283,219.95,3735850.75,SAP_DSR
2024-06,2024,6,2,597014560,5970145,OFEV,OFEV,150mg,60,37620,627,219.95,8274519.0,SAP_DSR
2024-07,2024,7,3,597014360,5970143,OFEV,OFEV,100mg,60,15176,252,224.349,3404720.42,SAP_DSR
2024-07,2024,7,3,597014560,5970145,OFEV,OFEV,150mg,60,34375,572,224.349,7711996.88,SAP_DSR
2024-08,2024,8,3,597014360,5970143,OFEV,OFEV,100mg,60,16031,267,224.349,3596538.82,SAP_DSR
2024-08,2024,8,3,597014560,5970145,OFEV,OFEV,150mg,60,39879,664,224.349,8946813.77,SAP_DSR
2024-09,2024,9,3,597014360,5970143,OFEV,OFEV,100mg,60,16482,274,224.349,3697720.22,SAP_DSR
2024-09,2024,9,3,597014560,5970145,OFEV,OFEV,150mg,60,40858,680,224.349,9166451.44,SAP_DSR
2024-10,2024,10,4,597014360,5970143,OFEV,OFEV,100mg,60,15512,258,224.349,3480101.69,SAP_DSR
2024-10,2024,10,4,597014560,5970145,OFEV,OFEV,150mg,60,35373,589,224.349,7935897.18,SAP_DSR
2024-11,2024,11,4,597014360,5970143,OFEV,OFEV,100mg,60,18482,308,224.349,4146418.22,SAP_DSR
2024-11,2024,11,4,597014560,5970145,OFEV,OFEV,150mg,60,43830,730,224.349,9833216.67,SAP_DSR
2024-12,2024,12,4,597014360,5970143,OFEV,OFEV,100mg,60,15791,263,224.349,3542695.06,SAP_DSR
2024-12,2024,12,4,597014560,5970145,OFEV,OFEV,150mg,60,35879,597,224.349,8049417.77,SAP_DSR
2025-01,2025,1,1,597014360,5970143,OFEV,OFEV,100mg,60,20568,342,233.15,4795429.2,SAP_DSR
2025-01,2025,1,1,597014560,5970145,OFEV,OFEV,150mg,60,46129,768,233.15,10754976.35,SAP_DSR
2025-02,2025,2,1,597014360,5970143,OFEV,OFEV,100mg,60,21186,353,233.15,4939515.9,SAP_DSR
2025-02,2025,2,1,597014560,5970145,OFEV,OFEV,150mg,60,44349,739,233.15,10339969.35,SAP_DSR
2025-03,2025,3,1,597014360,5970143,OFEV,OFEV,100mg,60,20016,333,233.15,4666730.4,SAP_DSR
2025-03,2025,3,1,597014560,5970145,OFEV,OFEV,150mg,60,43284,721,233.15,10091664.6,SAP_DSR
2025-04,2025,4,2,597014360,5970143,OFEV,OFEV,100mg,60,19681,328,233.15,4588625.15,SAP_DSR
2025-04,2025,4,2,597014560,5970145,OFEV,OFEV,150mg,60,46670,777,233.15,10881110.5,SAP_DSR
2025-05,2025,5,2,597014360,5970143,OFEV,OFEV,100mg,60,18063,301,233.15,4211388.45,SAP_DSR
2025-05,2025,5,2,597014560,5970145,OFEV,OFEV,150mg,60,38774,646,233.15,9040158.1,SAP_DSR
2025-06,2025,6,2,597014360,5970143,OFEV,OFEV,100mg,60,16304,271,233.15,3801277.6,SAP_DSR
2025-06,2025,6,2,597014560,5970145,OFEV,OFEV,150mg,60,42039,700,233.15,9801392.85,SAP_DSR
2025-07,2025,7,3,597014360,5970143,OFEV,OFEV,100mg,60,15973,266,237.813,3798587.05,SAP_DSR
2025-07,2025,7,3,597014560,5970145,OFEV,OFEV,150mg,60,39624,660,237.813,9423102.31,SAP_DSR
2025-08,2025,8,3,597014360,5970143,OFEV,OFEV,100mg,60,14209,236,237.813,3379084.92,SAP_DSR
2025-08,2025,8,3,597014560,5970145,OFEV,OFEV,150mg,60,33539,558,237.813,7976010.21,SAP_DSR
2025-09,2025,9,3,597014360,5970143,OFEV,OFEV,100mg,60,14962,249,237.813,3558158.11,SAP_DSR
2025-09,2025,9,3,597014560,5970145,OFEV,OFEV,150mg,60,34814,580,237.813,8279221.78,SAP_DSR
2025-10,2025,10,4,597014360,5970143,OFEV,OFEV,100mg,60,17234,287,237.813,4098469.24,SAP_DSR
2025-10,2025,10,4,597014560,5970145,OFEV,OFEV,150mg,60,41621,693,237.813,9898014.87,SAP_DSR
2025-11,2025,11,4,597014360,5970143,OFEV,OFEV,100mg,60,19423,323,237.813,4619041.9,SAP_DSR
2025-11,2025,11,4,597014560,5970145,OFEV,OFEV,150mg,60,47086,784,237.813,11197662.92,SAP_DSR
2025-12,2025,12,4,597014360,5970143,OFEV,OFEV,100mg,60,16806,280,237.813,3996685.28,SAP_DSR
2025-12,2025,12,4,597014560,5970145,OFEV,OFEV,150mg,60,37950,632,237.813,9025003.35,SAP_DSR
